name,twnumber,preferred_name,comments
ECOR-22,TW03285,ECOR-22,
ECOR-23,TW03286,ECOR-23,
ECOR-27,TW03287,ECOR-27,
ECOR-28,TW03288,ECOR-28,
ECOR-29,TW03289,ECOR-29,
ECOR-31,TW03290,ECOR-31,
ECOR-34,TW03292,ECOR-34,
ECOR-37,TW03293,ECOR-37,
ECOR-39,TW03294,ECOR-39,
ECOR-40,TW03295,ECOR-40,
ECOR-44,TW03296,ECOR-44,
ECOR-46,TW03297,ECOR-46,
ECOR-47,TW03298,ECOR-47,
ECOR-49,TW03299,ECOR-49,
ECOR-50,TW03300,ECOR-50,
ECOR-52,TW03306,ECOR-52,
ECOR-53,TW03307,ECOR-53,
ECOR-54,TW03308,ECOR-54,
ECOR-55,TW03309,ECOR-55,
ECOR-56,TW03310,ECOR-56,
ECOR-57,TW03311,ECOR-57,
ECOR-60,TW03312,ECOR-60,
ECOR-61,TW03313,ECOR-61,
ECOR-62,TW03314,ECOR-62,
ECOR-63,TW03315,ECOR-63,
ECOR-66,TW03316,ECOR-66,
ECOR-69,TW03317,ECOR-69,
TB227C,TW04174,TB227C,"MLST-3 bundlin study"
N49,TW04393,042,MLST
LT-82,TW06177,LT-82,MLST-4
LT94,TW06189,LT94,MLST-4
LT-99,TW06192,LT-99,MLST-4
ECOR-07,TW02045,ECOR-07,
ECOR-12,TW02046,ECOR-12,
ECOR-14,TW02047,ECOR-14,
ECOR-19,TW02048,ECOR-19,
ECOR-24,TW02049,ECOR-24,
ECOR-25,TW02050,ECOR-25,
ECOR-26,TW02051,ECOR-26,
ECOR-30,TW02052,ECOR-30,
ECOR-33,TW02053,ECOR-33,
E851/71,TW07884,E851/71,"MLST bundlin study"
009-271082,TW07885,009-271082,"bundlin study"
2309-77,TW07886,2309-77,"bundlin study"
E990,TW07887,E990,"bundlin study"
10,TW07889,10,"bundlin study"
"Stoke W",TW07893,"Stoke W","bundlin study"
Beta,TW07895,Beta,"bundlin study"
E56/54,TW07896,E56/54,"bundlin study"
C771,TW07897,C771,"bundlin study"
277-84,TW03173,277-84,"MLST-3 bundlin study"
23/67,TW01226,23/67,
C12-52,TW07615,C12-52,
C142-54,TW07617,C142-54,
C240-52,TW07622,C240-52,
F563-55,TW07653,F563-55,
F436-51,TW07654,F436-51,
45,TW07655,45,
ECOR-64,TW07656,ECOR-64,
C70,TW07656,ECOR-64,
042,TW04393,042,
SF301,TW99997,SF301,NULL
OCT18,TW99998,OCT18,NULL
LT-2,TW99999,LT-2,NULL
LT2,TW99999,LT-2,NULL
LA-29,TW09237,LA-29,NULL
LA-24,TW09232,LA-24,NULL
LA-6,TW09214,LA-6,NULL
LA-3,TW09211,LA-3,NULL
03EN599,TW09207,03EN599,NULL
03EN633,TW09208,03EN633,NULL
03EN598,TW09206,03EN598,NULL
03EN583,TW09204,03EN583,NULL
03EN596,TW09205,03EN596,NULL
03ST1496,TW09201,03ST1496,NULL
03EN167,TW09203,03EN167,NULL
03ST1486,TW09200,03ST1486,NULL
03ST1348,TW09198,03ST1348,NULL
03ST1327,TW09196,03ST1327,NULL
03ST1340,TW09197,03ST1340,NULL
03ST1318,TW09195,03ST1318,NULL
03ST1301,TW09194,03ST1301,NULL
03ST1255,TW09193,03ST1255,NULL
03ST1239,TW09191,03ST1239,NULL
03ST1244,TW09192,03ST1244,NULL
03ST1238,TW09190,03ST1238,NULL
03ST1237,TW09189,03ST1237,NULL
03ST1228,TW09188,03ST1228,NULL
03ST1227,TW09187,03ST1227,NULL
03ST1225,TW09186,03ST1225,NULL
03ST1178,TW09185,03ST1178,NULL
03ST296,TW09184,03ST296,NULL
03EN704,TW09182,03EN704,NULL
03EN705,TW09183,M103-19,NULL
03EN656,TW09181,03EN656,NULL
03EN624,TW09180,03EN624,NULL
03EN584,TW09179,03EN584,NULL
03EN581,TW09178,MI03-9,NULL
03EN164,TW09177,03EN164,NULL
"IH 56909",TW09162,"IH 56909",NULL
"IH 56776",TW09161,"IH 56776",NULL
"IH 21",TW09158,"IH 21",NULL
"IH 20",TW09157,"IH 20",NULL
"IH 19",TW09156,"IH 19",NULL
"IH 16",TW09153,"IH 16",NULL
"IH 18",TW09155,"IH 18",NULL
"IH 15",TW09152,"IH 15",NULL
"IH 14",TW09151,"IH 14",NULL
"IH 12",TW09149,"IH 12",NULL
"IH 13",TW09150,"IH 13",NULL
"IH 11",TW09148,"IH 11",NULL
"IH 9",TW09146,"IH 9",NULL
"IH 10",TW09147,"IH 10",NULL
"IH 8",TW09145,"IH 8",NULL
"IH 7",TW09144,"IH 7",NULL
"IH 6",TW09143,"IH 6",NULL
"IH 5",TW09142,"IH 5",NULL
"IH 4",TW09141,"IH 4",NULL
"IH 3",TW09140,"IH 3",NULL
"IH 2",TW09139,"IH 2",NULL
"IH 1",TW09138,"IH 1",NULL
H2687,TW09136,H2687,NULL
"H 2687",TW09136,H2687,NULL
H1410,TW09135,H1410,NULL
"H 1410",TW09135,H1410,NULL
H1085/3a,TW09133,"H1085 3a",NULL
H1085C,TW09134,H1085C,NULL
H1085-C,TW09134,H1085C,NULL
"H 1085C",TW09134,H1085C,NULL
H1085,TW09131,H1085,NULL
"H 1085",TW09131,H1085,NULL
"H1085 1a/1",TW09132,"H1085 1a/1",NULL
H1085/1a-1,TW09132,"H1085 1a/1",NULL
"TUV 86-2 fliC",TW09130,"TUV 86-2 fliC",NULL
TUV86-2fliC,TW09130,"TUV 86-2 fliC",NULL
"TUV 86-2",TW09129,"TUV 86-2",NULL
TUV86-2,TW09129,"TUV 86-2",NULL
ST-1178,TW09127,ST-1178,NULL
"ST-570 (large)",TW09128,"ST-570 (large)",NULL
ST-1168,TW09126,ST-1168,NULL
ST-1167,TW09125,ST-1167,NULL
ST-1159,TW09124,ST-1159,NULL
ST-1096,TW09123,ST-1096,NULL
ST-1089,TW09122,ST-1089,NULL
ST-1028,TW09121,ST-1028,NULL
ST-1027,TW09120,ST-1027,NULL
ST-1023,TW09119,ST-1023,NULL
ST-1017,TW09118,ST-1017,NULL
ST-961,TW09117,ST-961,NULL
ST-921,TW09115,ST-921,NULL
ST-929,TW09116,ST-929,NULL
ST-884,TW09113,ST-884,NULL
ST-885,TW09114,ST-885,NULL
ST-861,TW09111,ST-861,NULL
ST-870,TW09112,ST-870,NULL
ST-758,TW09110,ST-758,NULL
ST-757,TW09109,MI03-48,NULL
ST-746,TW09108,ST-746,NULL
ST-709,TW09107,ST-709,NULL
ST-682,TW09106,ST-682,NULL
ST-664,TW09105,ST-664,NULL
ST-655,TW09104,ST-655,NULL
ST-650,TW09103,ST-650,NULL
ST-597,TW09102,ST-597,NULL
ST-530,TW09099,ST-530,NULL
ST-564,TW09100,ST-564,NULL
ST-429,TW09098,MI03-35,NULL
ST-375,TW09097,ST-375,NULL
ST-315,TW09095,ST-315,NULL
ST-348,TW09096,ST-348,NULL
ST-282,TW09093,ST-282,NULL
ST-297,TW09094,ST-297,NULL
ST-275,TW09092,ST-275,NULL
ST-267,TW09091,ST-267,NULL
ST-176,TW09089,ST-176,NULL
ST-251,TW09090,ST-251,NULL
ST-171,TW09087,ST-171,NULL
ST-175,TW09088,ST-175,NULL
ST-81,TW09086,ST-81,NULL
ST-39,TW09085,ST-39,NULL
ST-29,TW09084,ST-29,NULL
EN-439,TW09083,EN-439,NULL
EN-438,TW09082,EN-438,NULL
0108,TW09081,0108(2),NULL
0108(2),TW09081,0108(2),NULL
ATCC#35352,TW09077,"ECOR 33",NULL
"ECOR 33",TW09077,"ECOR 33",NULL
0108,TW09080,0108(1),NULL
0108(1),TW09080,0108(1),NULL
ATCC#35349,TW09076,"ECOR 30",NULL
"ECOR 30",TW09076,"ECOR 30",NULL
1484,TW09074,RI-1484,NULL
RI-1484,TW09074,RI-1484,NULL
ATCC#98222,TW09075,364,NULL
364,TW09075,364,NULL
#18,TW09073,RI-#18,NULL
RI-#18,TW09073,RI-#18,NULL
#17,TW09072,RI-#17,NULL
RI-#17,TW09072,RI-#17,NULL
1413,TW09070,RI-1413,NULL
RI-1413,TW09070,RI-1413,NULL
RI-987,TW09070,Ri-987,NULL
987,TW09069,RI-987,NULL
RI-987,TW09069,RI-987,NULL
252,TW09067,RI-252,NULL
RI-252,TW09067,RI-252,NULL
263,TW09068,RI-263,NULL
RI-263,TW09068,RI-263,NULL
124,TW09066,RI-124,NULL
RI-124,TW09066,RI-124,NULL
H-04,TW09063,H-04,NULL
123,TW09065,RI-123,NULL
RI-123,TW09065,RI-123,NULL
B648,TW09037,B648,NULL
B030,TW09043,B030,NULL
M473,TW09025,M473,NULL
M981,TW09028,M981,NULL
MISC73b,TW09024,MISC73b,NULL
R984,TW09014,R984,NULL
M646,TW09021,M646,NULL
R1017,TW09011,R1017,NULL
TA244,TW09009,TA244,NULL
TA197,TW09010,TA197,NULL
M919,TW09007,M919,NULL
TA156,TW09002,TA156,NULL
M671,TW09001,M671,NULL
TA350,TW09000,TA350,NULL
2332/00,TW08998,2332/00,NULL
G27c,TW08997,G27c,NULL
AD67b,TW08996,AD67b,NULL
AD59b,TW08994,AD59b,NULL
AD05a,TW08993,AD05a,NULL
WC955-1-1,TW08992,WC955-1-1,NULL
"Thai WC955-1-1",TW08992,"Thai WC955-1-1",NULL
H32-1,TW08991,"Peru H32-1",NULL
"Peru H32-1",TW08991,"Peru H32-1",NULL
H133,TW08989,"Peru H133",NULL
"Peru H133",TW08989,"Peru H133",NULL
H46-2,TW08990,"Peru H46-2",NULL
"Peru H46-2",TW08990,"Peru H46-2",NULL
BM369,TW08988,BM369,NULL
D172,TW08987,D172,NULL
D165,TW08986,D165,NULL
G02a,TW08984,G02a,NULL
C08,TW08983,C08,NULL
C04,TW08982,C04,NULL
EC-6804,TW08980,EC-6804,NULL
EC-5122,TW08979,EC-5122,NULL
EC-3725,TW08974,EC-3725,NULL
EC-716,TW08970,EC-716,NULL
EC-707,TW08969,EC-707,NULL
AR-21793,TW08951,AR-21793,NULL
K-319,TW08950,K-319,NULL
K-380,TW08949,K-380,NULL
K-377,TW08948,K-377,NULL
K-368,TW08947,K-368,NULL
K-631,TW08945,K-631,NULL
K-656,TW08946,K-656,NULL
K-262,TW08944,K-262,NULL
K-649,TW08943,K-649,NULL
K-634,TW08942,K-634,NULL
K-424,TW08941,K-424,NULL
K-694,TW08939,K-694,NULL
K-539,TW08940,K-539,NULL
K-478,TW08938,K-478,NULL
VA-1,TW08936,VA-1,NULL
K-551,TW08937,K-551,NULL
K-535,TW08935,K-535,NULL
K-1,TW08933,K-1,NULL
K-247,TW08934,K-247,NULL
K-4144,TW08932,K-4144,NULL
K-700,TW08931,K-700,NULL
K-394,TW08930,K-394,NULL
K-597,TW08929,K-697,NULL
K-473,TW08928,K-473,NULL
K-18,TW08926,K-18,NULL
K-137,TW08925,K-137,NULL
K-781,TW08924,K-781,NULL
K-227,TW08923,K-227,NULL
K-514,TW08922,K-514,NULL
K-1770,TW08921,K-1770,NULL
VA-6,TW08920,VA-6,NULL
K-546,TW08919,K-546,NULL
K-404,TW08918,K-404,NULL
YSH6000,TW08917,YSH6000,NULL
K-304,TW08916,K-304,NULL
K-218,TW08914,K-218,NULL
K-801,TW08915,K-801,NULL
K-671,TW08913,K-671,NULL
K-1018,TW08912,K-1018,NULL
K-718,TW08910,K-718,NULL
K-431,TW08911,K-431,NULL
K-1111,TW08909,K-1111,NULL
K-1453,TW08908,K-1453,NULL
K-1464,TW08907,K-1464,NULL
K-1505,TW08906,K-1505,NULL
"K-1639 (A4)",TW08905,"K-1639 (A4)",NULL
"28 (G)",TW08903,"28 (G)",NULL
"K-490 (A1)",TW08904,"K-490 (A1)",NULL
"VA-116 (N)",TW08902,"VA-116 (N)",NULL
"K-934 (N)",TW08901,"K-934 (N)",NULL
"49 (B1)",TW08900,"49 (B1)",NULL
"215 (A10)",TW08899,"215 (A10)",NULL
"K3050 (A9)",TW08898,"K3050 (A9)",NULL
"K-906 (A1)",TW08897,"K-906 (A1)",NULL
"pus strain",TW08896,"pus strain",NULL
1100,TW08895,1100,NULL
02-3422,TW08894,02-3422,NULL
3097-02,TW08891,3097-02,NULL
02-3751,TW08893,02-3751,NULL
3103-99,TW08890,3103-99,NULL
3053-94,TW08889,3053-94,NULL
3052-94,TW08888,3092-94,NULL
3557-77,TW08887,3557-77,NULL
2045-51,TW08885,2045-51,NULL
603-73,TW08886,603-73,NULL
616,TW08883,616,NULL
2046-51,TW08884,2046-51,NULL
5216-70,TW08882,5216-70,NULL
3556-77,TW08881,3556-77,NULL
3555-77,TW08880,3555-77,NULL
3554-77,TW08879,3554-77,NULL
3553-77,TW08878,3553-77,NULL
3552-77,TW08877,3552-77,NULL
1610-55,TW08876,1610-55,NULL
00-3308,TW08869,00-3308,NULL
01-3224,TW08872,01-3224,NULL
F6173,TW08868,F6173,NULL
SA100,TW08837,SA100,NULL
ATCC12032,TW08839,"CDC C-425",NULL
"CDC C-425",TW08839,"CDC C-425",NULL
K-720,TW08835,K-720,NULL
K-2085,TW08836,K-2085,NULL
K-820,TW08834,K-820,NULL
K-147,TW08833,K-147,NULL
K-315,TW08831,K-315,NULL
K-272,TW08832,K-272,NULL
K-66,TW08830,K-66,NULL
K-265,TW08829,K-265,NULL
K-482,TW08828,K-482,NULL
K-212,TW08827,K-212,NULL
HSC4,TW08653,3-524,NULL
EC910247,TW08653,3-524,NULL
3-524,TW08653,3-524,NULL
B99-44,TW08651,8-682,NULL
EC980682,TW08651,8-682,NULL
8-682,TW08651,8-682,NULL
LSDG98-0899P,TW08652,8-084,NULL
EC980084,TW08652,8-084,NULL
8-084,TW08652,8-084,NULL
838,TW08649,7-115,NULL
EC970115,TW08649,7-115,NULL
7-115,TW08649,7-115,NULL
3623,TW08650,7-132,NULL
EC970132,TW08650,7-132,NULL
7-132,TW08650,7-132,NULL
EK39,TW08647,EK39,NULL
EK38,TW08646,EK38,NULL
EK37,TW08645,EK37,NULL
EK36,TW08644,EK36,NULL
EK35,TW08643,EK35,NULL
EK34,TW08642,EK34,NULL
EK33,TW08641,EK33,NULL
EK32,TW08640,EK32,NULL
EK31,TW08639,EK31,NULL
EK29,TW08637,EK29,NULL
EK30,TW08638,EK30,NULL
EK28,TW08636,EK28,NULL
EK27,TW08635,EK27,NULL
EK16,TW08624,EK16,NULL
EK15,TW08623,EK15,NULL
EK9,TW08617,EK9,NULL
Ek8,TW08616,EK8,NULL
EK4,TW08612,EK4,NULL
EK5,TW08613,EK5,NULL
EK1,TW08609,EK1,NULL
EK2,TW08610,EK2,NULL
,TW08610,780249,NULL
E45035N,TW08607,E45035N,NULL
"Saari 17",TW08601,"Saari 17",NULL
CB2755,TW08586,CB2755,NULL
TU25/4,TW08585,TU25/4,NULL
CB8731,TW08581,CB8731,NULL
CB8577,TW08580,CB8577,NULL
CB8293,TW08578,CB8293,NULL
CB8185,TW08577,CB8185,NULL
CB7950,TW08576,CB7950,NULL
CB7855,TW08575,CB7855,NULL
CB2724,TW08573,CB2724,NULL
CB7033,TW08574,CB7033,NULL
CB8474,TW08571,CB8474,NULL
800404,TW08570,800404,NULL
CB8240,TW08570,CB8240,NULL
CB7776,TW08569,CB7776,NULL
CB6991,TW08566,CB6991,NULL
8091+++,TW08502,TW08502,NULL
ECOR-07,TW08565,ECOR-07,NULL
CB6555,TW08565,CB6555,NULL
8084+++,TW08444,TW08444,NULL
8063+++,TW08417,TW08417,NULL
8080+++,TW08440,TW08440,NULL
8055+++,TW08407,TW08407,NULL
8060+++,TW08414,TW08414,NULL
8044+++,TW08390,TW08390,NULL
8052+++,TW08403,TW08403,NULL
8042+++,TW08388,TW08388,NULL
8038+++,TW08385,TW08385,NULL
8040+++,TW08387,TW08387,NULL
8036+++,TW08383,TW08383,NULL
8030+++,TW08376,TW08376,NULL
8033+++,TW08379,TW08379,NULL
8027+++,TW08372,TW08372,NULL
8024+++,TW08369,TW08369,NULL
8026+++,TW08371,TW08371,NULL
8022+++,TW08366,TW08366,NULL
7948+++,TW08341,TW08341,NULL
7950+++,TW08345,TW08345,NULL
7927+++,TW08319,TW08319,NULL
7702+++,TW08307,TW08307,NULL
7705+++,TW08313,TW08313,NULL
7700+++,TW08303,TW08303,NULL
8043+++,TW08287,TW08287,NULL
7695+++,TW08296,TW08296,NULL
7594+++,TW08281,TW08281,NULL
7591+++,TW08271,TW08271,NULL
13B88,TW08263,13B88,NULL
770071,TW08018,CFT073,NULL
CFT073,TW08018,CFT073,NULL
Z188-93,TW07924,Z188-93,NULL
RN587/1,TW07923,RN587/1,NULL
SC373/2,TW07922,SC373/2,NULL
0659-79,TW07894,0659-79,NULL
012-050982,TW07892,012-050982,NULL
CA89-4221,TW07891,CA89-4221,NULL
DIF043256,TW07890,DIF043256,NULL
010-311082,TW07888,010-311082,NULL
3112/93,TW07761,3112/93,NULL
"Albert 12502",TW07626,"Albert 12502",NULL
"Albert 19982",TW07627,"Albert 19982",NULL
"Albert 10790",TW07624,"Albert 10790",NULL
"Albert 10457",TW07625,"Albert 10457",NULL
"Albert 9194",TW07623,"Albert 9194",NULL
97ST798,TW07621,MDCH-11,NULL
MDCH-11,TW07621,MDCH-11,NULL
01ST682,TW07619,MDCH-9,NULL
MDCH-9,TW07619,MDCH-9,NULL
97ST1110,TW07620,MDCH-10,NULL
MDCH-10,TW07620,MDCH-10,NULL
98ST607,TW07618,MDCH-8,NULL
MDCH-8,TW07618,MDCH-8,NULL
00ST1344,TW07616,MDCH-6,NULL
MDCH-6,TW07616,MDCH-6,NULL
01ST700,TW07613,MDCH-3,NULL
MDCH-3,TW07613,MDCH-3,NULL
00ST1906,TW07614,MDCH-4,NULL
MDCH-4,TW07614,MDCH-4,NULL
01ST592,TW07612,MDCH-2,NULL
MDCH-2,TW07612,MDCH-2,NULL
0ST1035,TW07611,MDCH-1,NULL
MDCH-1,TW07611,MDCH-1,NULL
D2303,TW07608,O179,NULL
C412-93,TW07608,O179,NULL
E43478,TW07608,O179,NULL
O179,TW07608,O179,NULL
D1535,TW07605,O176,NULL
C410-93!,TW07605,O176,NULL
E29518-83,TW07605,O176,NULL
O176,TW07605,O176,NULL
D1477,TW07604,O175,NULL
C12-55,TW07604,O175,NULL
2533-54,TW07604,O175,NULL
O175,TW07604,O175,NULL
W29104,TW07601,W29104,NULL
SFM3039,TW07600,SFM3039,NULL
SFM3579,TW07599,SFM3579,NULL
ML178190,TW07598,ML178190,NULL
"GS G5550637",TW07597,"GS G5550637",NULL
"GS G5578620",TW07596,"GS G5578620",NULL
F5863,TW07595,F5863,NULL
B6-1485-80,TW07573,B6-1485-80,NULL
B6-1043-82,TW07576,B6-1043-82,NULL
B6-3138-88,TW07572,B6-3138-88,NULL
LT119-48,TW07075,LT119-48,NULL
LT119-49,TW07076,LT119-49,NULL
LT119-41,TW07068,LT119-41,NULL
LT119-45,TW07072,LT119-45,NULL
LT119-38,TW07064,LT119-38,NULL
LT119-26,TW07051,LT119-26,NULL
LT119-13,TW07038,LT119-13,NULL
C295-53,TW06584,C295-53,NULL
C189-54,TW06578,C189-54,NULL
7078,TW06299,2457T,NULL
2457T,TW06299,2457T,NULL
7076,TW06297,C1096,NULL
C1096,TW06297,C1096,NULL
7072,TW06293,101-1,NULL
101-1,TW06293,101-1,NULL
LT-91,TW06186,LT-91,NULL
LT-62,TW06158,LT-62,NULL
LT-68,TW06162,LT-68,NULL
LT-41,TW06139,LT-41,NULL
LT-26,TW06129,LT-26,NULL
LT-15,TW06117,LT-15,NULL
LTO55-43,TW05307,LTO55-43,NULL
LTO55-62,TW05326,LTO55-62,NULL
N51,TW04440,JM221,NULL
JM221,TW04440,JM221,NULL
N47,TW04391,60A,NULL
60A,TW04391,60A,NULL
N31,TW04375,495-1,NULL
495-1,TW04375,495-1,NULL
TB269C,TW04262,TB269C,NULL
TB220B,TW04170,TB220B,NULL
PT91-2,TW03501,PT91-2,NULL
1827-79,TW03204,1827-79,NULL
1758-70,TW03203,1758-70,NULL
9083-83,TW03189,9083-83,NULL
2395-80,TW03169,2395-80,NULL
235-74,TW03168,235-74,NULL
1204-78,TW03157,1204-78,NULL
2757-80,TW03131,2757-80,NULL
2532-80,TW03125,2532-80,NULL
2483-77,TW03123,2483-77,NULL
1024-73,TW03114,1024-73,NULL
177-83,TW02765,177-83,NULL
1450-71,TW02760,1450-71,NULL
5514-56,TW02637,5514-56,NULL
3823-69,TW02630,3823-69,NULL
2747-71,TW02623,2747-71,NULL
2702-71,TW02622,2702-71,NULL
155-74,TW02615,155-74,NULL
1007-74,TW02609,1007-74,NULL
1252-59,TW01933,1252-59,NULL
4444-74,TW01510,4444-74,NULL
3470-56,TW01507,3470-56,NULL
3341-55,TW01506,3341-55,NULL
225-75,TW01503,225-75,NULL
S102-9,TW01496,S102-9,NULL
965-58,TW01175,965-58,NULL
5254-60,TW01162,5254-60,NULL
4822-66,TW01161,4822-66,NULL
3594-74,TW01154,3594-74,NULL
3233-85,TW01150,3233-85,NULL
3226-85,TW01149,3226-85,NULL
291-75,TW01146,291-75,NULL
2794-71,TW01143,2794-71,NULL
2770-51,TW01142,2770-51,NULL
1170-74,TW01130,1170-74,NULL
929-78,TW01116,929-78,NULL
5898-71,TW01110,5898-71,NULL
1885-77,TW01095,1885-77,NULL
850151,TW00359,850151,NULL
830542,TW00353,830542,NULL
820302,TW00345,820302,NULL
3353-55,TW00142,3353-55,NULL
7948+++,TW08341,TW08341,NULL
F17290,TW09169,F17290,NULL
"VTE 1456",TW09175,"VTE 1456",NULL
"GB 2180",TW09173,"GB 2180",NULL
4326/93,TW07762,4326/93,NULL
"GB 1807",TW09172,"GB 1807",NULL
"GB 1371",TW09171,"GB 1371",NULL
"VTE 1488",TW09176,"VTE 1488",NULL
1782/88,TW07767,1782/88,NULL
TR-255,TW06810,TR-255,NULL
"GB 469",TW09170,"GB 469",NULL
CB1009,TW06591,CB1009,NULL
TR-29,TW06256,TR-29,NULL
"NT 3363",TW09174,"NT 3363",NULL
"D 05491",TW09167,"D 05491",NULL
TR-5,TW06276,TR-5,NULL
5818-71,TW03223,5818-71,NULL
F06580,TW09168,F06580,NULL
1858/96,TW09353,1858/96,NULL
"ECB 02-2",TW09363,"ECB 02-2",NULL
830283,TW09331,830283,NULL
M112,TW09331,M112,NULL
C66,TW09330,C66,NULL
"E-D 365",TW09359,"E-D 365",NULL
4865/96,TW09356,4865/96,NULL
ECB-K,TW09365,ECB-K,NULL
"E-D 371",TW09360,"E-D 371",NULL
M456,TW09332,M456,NULL
H.I.8,TW09357,H.I.8,NULL
T4/97,TW09358,T4/97,NULL
"E-D 373",TW09361,"E-D 373",NULL
493bi,TW09366,493bi,NULL
"ECB 02-3",TW09364,"ECB 02-3",NULL
1639/77,TW09354,1639/77,NULL
C52,TW09329,C52,NULL
LSU-61,TW09352,LSU-61,NULL
7448/97,TW09355,7448/97,NULL
"E22 WT",TW09387,"E22 WT",NULL
"ECB 480",TW09387,"E22 WT",NULL
TWEC20010073,TW10080,TWEC20010073,NULL
TWEC20010075,TW10081,TWEC20010075,NULL
EC20020238,TW10082,EC20020238,NULL
EC920020,TW10083,EC920020,NULL
EC920044,TW10084,EC920044,NULL
EC920104,TW10085,EC920104,NULL
EC920191,TW10086,EC920191,NULL
EC920217,TW10087,EC920217,NULL
EC920268,TW10088,EC920268,NULL
EC920314,TW10089,EC920314,NULL
EC930208,TW10090,EC930208,NULL
EC930474,TW10091,EC930474,NULL
EC960128,TW10092,EC960128,NULL
EC960445,TW10093,EC960445,NULL
EC960448,TW10094,EC960448,NULL
EC960484,TW10095,EC960484,NULL
EC960493,TW10096,EC960493,NULL
EC990174,TW10097,EC990174,NULL
TWEC20010073,TW10080,TWEC20010073,NULL
TWEC20010075,TW10081,TWEC20010075,NULL
EC20020238,TW10082,EC20020238,NULL
EC920020,TW10083,EC920020,NULL
EC920044,TW10084,EC920044,NULL
EC920104,TW10085,EC920104,NULL
EC920191,TW10086,EC920191,NULL
EC920217,TW10087,EC920217,NULL
EC920268,TW10088,EC920268,NULL
EC920314,TW10089,EC920314,NULL
EC930208,TW10090,EC930208,NULL
EC930474,TW10091,EC930474,NULL
EC960128,TW10092,EC960128,NULL
EC960445,TW10093,EC960445,NULL
EC960448,TW10094,EC960448,NULL
EC960484,TW10095,EC960484,NULL
EC960493,TW10096,EC960493,NULL
EC990174,TW10097,EC990174,NULL
EC20000225,TW10225,EC20000225," "
EDL933,TW02302,EDL-933,NULL
"DEC 4a",TW01286,DEC4A,NULL
MI03-48,TW09109,MI03-48,NULL
MI03-9,TW09178,MI03-9,NULL
MI03-35,TW09098,MI03-35,NULL
"DEC 5d",TW00947,DEC5D,NULL
ECOR37,TW03293,ECOR-37,NULL
H2014,TW10022,H2014,NULL
F6854,TW10012,F6854,NULL
MLVA-47,TW10045,MLVA-47,NULL
96M1006,TW11308,96M1006,NULL
MI01-65,TW11346,MI01-65,NULL
M102-88,TW11015,M102-88,NULL
MI02-96,TW11022,MI02-96,NULL
MI02-53,TW11039,MI02-53,NULL
MI02-39,TW11052,MI02-39,NULL
MI02-74,TW10246,MI02-74,NULL
MI04-73,TW11102,MI04-73,NULL
MI02-78,TW10245,MI02-78,NULL
MI01-69,TW11137,MI01-69,NULL
MI05-56,TW11516,MI05-56,NULL
MI06-19,TW14301,MI06-19,NULL
MI02-55,TW11032,MI02-55,NULL
MI06-31,TW14313,MI06-31,NULL
MI06-63,TW14359,MI06-63,NULL
MI04-49,TW11107,MI04-49,NULL
2664/91,TW07763,2664/91,NULL
MI03-19,TW09183,M103-19,NULL
MI01-88,TW10121,MI01-88,NULL
MI05-14,TW14003,MI05-14,NULL
TB154A,TW07971,TB154A,NULL
8419,TW11239,8419,NULL
PT91-24,TW05997,PT91-24,NULL
"0201 9611",TW14960,"0201 9611",NULL
01ST001639,TW10121,MI01-88,NULL
05EN000885,TW14003,MI05-14,NULL
